id,created_at,author_id,text
755892993052192769,2016-07-20T22:31:48.000Z,2258410562,"Milo wants to bring down @Twitter
Okay
For a start-keep blocking advertisers everyone
https://t.co/i4b8U4tJET
#BlockforMilo
#FreeMilo"
755892836885671937,2016-07-20T22:31:10.000Z,160341259,Twitter Bans Milo Yiannopoulos #FreeMilo | Mike Cernovich and Stefan Mol... https://t.co/qyzWHxyNE4 via @YouTube
755892628072333312,2016-07-20T22:30:20.000Z,35733687,"Twitter Bans Conservative Journalist Milo Yiannopoulos Over Tweets To Leslie Jones, Sparks #FreeMilo And #FreeNero - https://t.co/HtMcQxbxwx"
755892586318036992,2016-07-20T22:30:11.000Z,715179107865141248,Why did it take Leslie Jones for #Twitter to finally ban Milo Yiannopoulos? https://t.co/fhWHbRbCjk #miloyiannopoulos #harassment #tech
755892329391595520,2016-07-20T22:29:09.000Z,4517420427,Twitter Bans Milo Yiannopoulos #FreeMilo | Mike Cernovich and Stefan Mol... https://t.co/ZZ2ybCVJkZ via @YouTube
755891950901944320,2016-07-20T22:27:39.000Z,101805057,Twitter Bans Milo Yiannopoulos #FreeMilo | Mike Cernovich and Stefan Molyneux https://t.co/LYPX6IDYyE
755891602195820544,2016-07-20T22:26:16.000Z,385827528,Twitter Bans Milo Yiannopoulos - Guest: Mike Cernovich @Cernovich - Freedomain Radio with @freedomainradio #FreeMilo https://t.co/kxNctn2djA
755890992599879680,2016-07-20T22:23:51.000Z,2152381201,#Twitter Bans #Milo Yiannopoulos #FreeMilo | Mike Cernovich and Stefan Molyneux https://t.co/2PUrt45kIz
755890670909267968,2016-07-20T22:22:34.000Z,3184532725,#FreeMilo prompts free speech debate after Twitter ban on conservative pundit https://t.co/VIULd5fzF2 via @Mashable
755890393510666240,2016-07-20T22:21:28.000Z,80793585,"Leslie Jones Was Punching Down on Twitter Trolls for Hours Before Milo Ever Mentioned Her - https://t.co/mwtXqJtSoX
#FreeMilo 
#NeverHillary"
755890300602777600,2016-07-20T22:21:06.000Z,24894949,#FreeMilo @Support @jack MT @HisHandUpraised: Milo Yiannopoulos talks to CNBC about Twitter Suspension https://t.co/vxk109q8vy via @YouTube
755889340128034816,2016-07-20T22:17:17.000Z,811061004,"#Milo Yiannopoulos may be a troll, but every few tweets, he hit the nail on the head."
755889330250448897,2016-07-20T22:17:14.000Z,316640543,Twitter Bans Milo Yiannopoulos #FreeMilo | Mike Cernovich and Stefan Mol... https://t.co/UEBMhDn1cm via @YouTube
755889327058456576,2016-07-20T22:17:13.000Z,490026100,"Twitter... a safe space for Muslim terrorists &amp; BLM extremists, but a no-go zone for conservatives
--Milo Yiannopoulos #freemilo"
755888341070077952,2016-07-20T22:13:18.000Z,754805571212210176,Twitter Bans Milo Yiannopoulos #FreeMilo | Mike Cernovich and Stefan Mol... https://t.co/4CNNmDA3e0
755887328460242944,2016-07-20T22:09:17.000Z,25377159,"How?! Go Tweet about it. Oh, u can't #Banned (I hope) #MiloYiannopoulos-'I'm going to make their lives hell' https://t.co/gbC1XpEg5W"
755887061404684289,2016-07-20T22:08:13.000Z,158007214,",@twitter -banished provocateur Milo Yiannopoulos speaks to CBC News

https://t.co/ftvkX3LMGx

#freemilo"
755886669467881472,2016-07-20T22:06:40.000Z,2832807514,Leslie Jones Was Punching Down on Twitter Trolls for Hours Before Milo Ever Mentioned Her - Breitbart https://t.co/kEXWRUL5LK   #FreeMilo
755886421580222464,2016-07-20T22:05:41.000Z,82126521,Milo Yiannopoulos Banned from Twitter Permanently After Negative Ghostbu... https://t.co/etKHrUxXIs via @YouTube #tcot #ccot #FreeMilo #1A
755886104348397569,2016-07-20T22:04:25.000Z,42525814,#FreeMilo Milo Yiannopoulos talks to CNBC about his Twitter Suspension https://t.co/vTRLdSsZTI via @YouTube
755885585265332227,2016-07-20T22:02:21.000Z,49097621,#FreeMilo: I’m not a conservative but Twitter is wrong to purge Milo Yiannopoulos https://t.co/S898vt957m https://t.co/UJsGeTIqje
755885411990462464,2016-07-20T22:01:40.000Z,14101483,Twitter Bans Milo Yiannopoulos #FreeMilo | Mike Cernovich and Stefan Mol... https://t.co/xzIghHTuQA via @YouTube
755884199048048641,2016-07-20T21:56:51.000Z,15936802,"Excellent wrap on #FreeMilo. ""takes a special kind of as*hole to actually get banned from Twitter.""
https://t.co/yPo1pXaoxP by @jessesingal"
755884118785847296,2016-07-20T21:56:32.000Z,32497478,Twitter Suspends Milo Yiannopoulos Permanently https://t.co/R1PvuXBkWx #FreeMilo
755883491355725824,2016-07-20T21:54:02.000Z,713445748239675392,"THE INTERNET IS MEAN! ""#FreeMilo Milo Yiannopoulos talks to CNBC about his Twitter Suspension"" https://t.co/s9wMczUzV1"
755882960335679489,2016-07-20T21:51:56.000Z,331670438,"Love how #FreeMilo is mad when #MiloYiannopoulos himself wanted to ban trolls on Twitter a while back. 

https://t.co/FmRj4Wkudf"
755882758149402624,2016-07-20T21:51:07.000Z,29955357,"In 2012, Milo Yiannopoulos warned against the hate speech of his 2016 version, and in favour of censure. https://t.co/w326BMt02W #FreeMilo"
755882556159995905,2016-07-20T21:50:19.000Z,4558483872,"Talk about freedom of repression.
Twitter Bans Milo Yiannopoulos, Initiates Major Internet Fee Speech War #FreeMilo https://t.co/4lFQ9cleBr"
755881561367740416,2016-07-20T21:46:22.000Z,755069001265360896,Twitter Bans Milo Yiannopoulos #FreeMilo | Mike Cernovich and Stefan Molyneux https://t.co/2Fl82ZSNTG
755881526886277121,2016-07-20T21:46:14.000Z,737081881,#FreeMilo Milo Yiannopoulos talks to CNBC about his Twitter Suspension https://t.co/6yESxNmsia
755881465196535809,2016-07-20T21:45:59.000Z,12591732,#tcot Twitter Bans Milo Yiannopoulos #FreeMilo | Mike Cernovich and Stefan Molyneux https://t.co/PdOUXgYcRH
755881107774660608,2016-07-20T21:44:34.000Z,29536948,#FreeMilo Milo Yiannopoulos talks to CNBC about his Twitter Suspension   https://t.co/qbb10Omtip
755880314631708673,2016-07-20T21:41:25.000Z,4801128139,I don't like Milo Yiannopoulos but this twitter thing is pretty fucked TBH #FreeMilo
755880280037044224,2016-07-20T21:41:16.000Z,26887881,newStream©: Twitter Bans Milo Yiannopoulos #FreeMilo | Mike Cernovich and Stefan Molyneux https://t.co/KqxABc51LF
755880274156720128,2016-07-20T21:41:15.000Z,3794141772,#MiloYiannopoulos joins Gary and Shannon to talk about his recent ban from Twitter #freemilo or #banmilo https://t.co/T66nLYDkvp @nero
755880264824418304,2016-07-20T21:41:13.000Z,332859680,Are Libs @NYTimes in favor of banning Free speech if it means shutting up Gay Conservative Milo Yiannopoulos #Nero https://t.co/POOdTk8pGy
755880185598214144,2016-07-20T21:40:54.000Z,302287513,"A refreshing take on freedom of expression
#freeMilo 
Why Twitter was wrong to ban Milo https://t.co/y8QT3Bc1Ni via @IrishTimesLife"
755880169827667969,2016-07-20T21:40:50.000Z,37295817,"Whether you like Milo Yiannopoulos or not, someone being banned for life from Twitter for something they didnt even do is not okay #FreeMilo"
755880085819912192,2016-07-20T21:40:30.000Z,1952364625,"#Milo Yiannopoulos is the King of Trolls. But 4 Years Ago, he was a politically correct SJW https://t.co/aKfXy7Z3YI https://t.co/RbCVUulRjs"
755879969285218304,2016-07-20T21:40:02.000Z,726770849773178880,Why Milo Yiannopoulos Was Permanently Suspended From Twitter #FreeMilo https://t.co/QQe5bsyakq https://t.co/6EgXfH6O4r
